Car_id,Dealer_Name,Dealer_No ,Phone,Dealer_Region
3354,Motor Vehicle Branch Office,78758-7841,6746242,Austin
3355,Nebo Chevrolet,06457-3834,7107159,Middletown
3356,New Castle Ford Lincoln Mercury,60504-7114,6338597,Aurora
3357,Pars Auto Sales,38701-8047,6412841,Greenville
3358,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7743698,Pasco
3359,Star Enterprises Inc,99301-3882,7879559,Pasco
3360,Suburban Ford,53546-9427,7379265,Janesville
3361,Tri-State Mack Inc,85257-3102,6470205,Scottsdale
3362,Progressive Shippers Cooperative Association No,53546-9427,7973992,Janesville
3363,Progressive Shippers Cooperative Association No,53546-9427,7223966,Janesville
3364,Rabun Used Car Sales,85257-3102,6296072,Scottsdale
3365,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7323335,Middletown
3366,Progressive Shippers Cooperative Association No,53546-9427,7307983,Aurora
3367,Rabun Used Car Sales,85257-3102,6547962,Greenville
3368,Race Car Help,78758-7841,8796378,Pasco
3369,Ryder Truck Rental and Leasing,06457-3834,7240098,Janesville
3370,Saab-Belle Dodge,60504-7114,8658228,Scottsdale
3371,Buddy Storbeck's Diesel Service Inc,06457-3834,8060454,Middletown
3372,Capitol KIA,38701-8047,7679762,Greenville
3373,Chrysler of Tri-Cities,99301-3882,6057528,Pasco
3374,Chrysler Plymouth,53546-9427,6281162,Janesville
3375,New Castle Ford Lincoln Mercury,60504-7114,8010171,Aurora
3376,Pars Auto Sales,38701-8047,7109408,Greenville
3377,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8584035,Pasco
3378,Progressive Shippers Cooperative Association No,53546-9427,8859357,Janesville
3379,Progressive Shippers Cooperative Association No,53546-9427,7380447,Janesville
3380,Rabun Used Car Sales,85257-3102,7798739,Scottsdale
3381,Race Car Help,78758-7841,7158943,Austin
3382,Ryder Truck Rental and Leasing,06457-3834,6398788,Middletown
3383,Race Car Help,78758-7841,6270427,Austin
3384,Ryder Truck Rental and Leasing,06457-3834,8397506,Middletown
3385,Saab-Belle Dodge,60504-7114,6544167,Aurora
3386,Race Car Help,78758-7841,6046444,Austin
3387,Scrivener Performance Engineering,38701-8047,7317557,Austin
3388,Star Enterprises Inc,99301-3882,6705234,Middletown
3389,Suburban Ford,53546-9427,6824692,Aurora
3390,Tri-State Mack Inc,85257-3102,7649561,Pasco
3391,Classic Chevy,85257-3102,7897745,Scottsdale
3392,Rabun Used Car Sales,85257-3102,6512039,Scottsdale
3393,Saab-Belle Dodge,60504-7114,6569901,Aurora
3394,Star Enterprises Inc,99301-3882,8372956,Pasco
3395,U-Haul CO,78758-7841,7220016,Janesville
3396,Clay Johnson Auto Sales,78758-7841,6857962,Austin
3397,Diehl Motor CO Inc,06457-3834,8717713,Middletown
3398,Enterprise Rent A Car,60504-7114,8949224,Aurora
3399,Race Car Help,78758-7841,7490952,Austin
3400,Ryder Truck Rental and Leasing,06457-3834,8271401,Middletown
3401,Saab-Belle Dodge,60504-7114,8485694,Aurora
3402,Scrivener Performance Engineering,38701-8047,6093796,Greenville
3403,Star Enterprises Inc,99301-3882,6922814,Pasco
3404,Suburban Ford,53546-9427,7457331,Janesville
3405,Ryder Truck Rental and Leasing,06457-3834,7423234,Middletown
3406,Tri-State Mack Inc,85257-3102,6449478,Scottsdale
3407,U-Haul CO,78758-7841,6814422,Austin
3408,Progressive Shippers Cooperative Association No,53546-9427,7025801,Scottsdale
3409,Rabun Used Car Sales,85257-3102,7851673,Austin
3410,Progressive Shippers Cooperative Association No,53546-9427,6055729,Middletown
3411,Gartner Buick Hyundai Saab,38701-8047,6161829,Greenville
3412,Hatfield Volkswagen,99301-3882,6802336,Pasco
3413,Iceberg Rentals,53546-9427,8784406,Janesville
3414,McKinney Dodge Chrysler Jeep,85257-3102,7828405,Scottsdale
3415,Motor Vehicle Branch Office,78758-7841,8724519,Austin
3416,Nebo Chevrolet,06457-3834,7565617,Middletown
3417,New Castle Ford Lincoln Mercury,60504-7114,6627463,Aurora
3418,Scrivener Performance Engineering,38701-8047,7045731,Greenville
3419,Star Enterprises Inc,99301-3882,6966249,Pasco
3420,Suburban Ford,53546-9427,6105872,Janesville
3421,Tri-State Mack Inc,85257-3102,6370227,Scottsdale
3422,U-Haul CO,78758-7841,7757280,Austin
3423,Progressive Shippers Cooperative Association No,53546-9427,8709479,Janesville
3424,Rabun Used Car Sales,85257-3102,7944706,Scottsdale
3425,Tri-State Mack Inc,85257-3102,8030538,Austin
3426,U-Haul CO,78758-7841,7237930,Austin
3427,Progressive Shippers Cooperative Association No,53546-9427,8228244,Janesville
3428,Rabun Used Car Sales,85257-3102,7455966,Scottsdale
3429,Race Car Help,78758-7841,7468824,Austin
3430,Ryder Truck Rental and Leasing,06457-3834,7781085,Middletown
3431,Saab-Belle Dodge,60504-7114,6870799,Aurora
3432,Buddy Storbeck's Diesel Service Inc,06457-3834,6281304,Middletown
3433,Saab-Belle Dodge,60504-7114,7331760,Aurora
3434,Capitol KIA,38701-8047,6040234,Greenville
3435,Chrysler of Tri-Cities,99301-3882,6348706,Pasco
3436,Chrysler Plymouth,53546-9427,8152642,Janesville
3437,Classic Chevy,85257-3102,8623750,Scottsdale
3438,Clay Johnson Auto Sales,78758-7841,8983651,Austin
3439,Rabun Used Car Sales,85257-3102,8635568,Aurora
3440,Race Car Help,78758-7841,7179141,Greenville
3441,Ryder Truck Rental and Leasing,06457-3834,7678253,Pasco
3442,Saab-Belle Dodge,60504-7114,8215064,Janesville
3443,Scrivener Performance Engineering,38701-8047,6878914,Scottsdale
3444,Star Enterprises Inc,99301-3882,7833800,Austin
3445,Suburban Ford,53546-9427,8386991,Middletown
3446,Pars Auto Sales,38701-8047,8853757,Greenville
3447,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7384617,Pasco
3448,Progressive Shippers Cooperative Association No,53546-9427,7381701,Janesville
3449,Rabun Used Car Sales,85257-3102,6435433,Scottsdale
3450,Race Car Help,78758-7841,6086370,Austin
3451,Ryder Truck Rental and Leasing,06457-3834,7088403,Middletown
3452,Saab-Belle Dodge,60504-7114,7576473,Aurora
3453,Scrivener Performance Engineering,38701-8047,6998828,Greenville
3454,Star Enterprises Inc,99301-3882,7273326,Pasco
3455,Suburban Ford,53546-9427,8710403,Janesville
3456,Race Car Help,78758-7841,7148790,Austin
3457,Ryder Truck Rental and Leasing,06457-3834,6484018,Middletown
3458,Saab-Belle Dodge,60504-7114,7057023,Aurora
3459,Scrivener Performance Engineering,38701-8047,6196943,Greenville
3460,Star Enterprises Inc,99301-3882,6848323,Pasco
3461,Chrysler of Tri-Cities,99301-3882,6345891,Pasco
3462,Tri-State Mack Inc,85257-3102,6105197,Scottsdale
3463,U-Haul CO,78758-7841,6142558,Austin
3464,Buddy Storbeck's Diesel Service Inc,06457-3834,8904921,Middletown
3465,McKinney Dodge Chrysler Jeep,85257-3102,7623035,Austin
3466,Scrivener Performance Engineering,38701-8047,8952227,Greenville
3467,Star Enterprises Inc,99301-3882,6592143,Pasco
3468,Suburban Ford,53546-9427,8612384,Janesville
3469,Tri-State Mack Inc,85257-3102,7852980,Scottsdale
3470,U-Haul CO,78758-7841,7392077,Austin
3471,C & M Motors Inc,60504-7114,6732676,Aurora
3472,Capitol KIA,38701-8047,6332503,Greenville
3473,Chrysler of Tri-Cities,99301-3882,7554203,Pasco
3474,Chrysler Plymouth,53546-9427,6875630,Janesville
3475,Classic Chevy,85257-3102,8689593,Scottsdale
3476,Ryder Truck Rental and Leasing,06457-3834,8533740,Middletown
3477,Star Enterprises Inc,99301-3882,7780797,Pasco
3478,Gartner Buick Hyundai Saab,38701-8047,6144688,Greenville
3479,Hatfield Volkswagen,99301-3882,6810959,Pasco
3480,Iceberg Rentals,53546-9427,7870076,Janesville
3481,McKinney Dodge Chrysler Jeep,85257-3102,6432869,Scottsdale
3482,Motor Vehicle Branch Office,78758-7841,6926066,Austin
3483,Nebo Chevrolet,06457-3834,6914019,Middletown
3484,Tri-State Mack Inc,85257-3102,8026238,Austin
3485,Pars Auto Sales,38701-8047,7388026,Greenville
3486,Tri-State Mack Inc,85257-3102,6727284,Aurora
3487,U-Haul CO,78758-7841,8306149,Greenville
3488,Buddy Storbeck's Diesel Service Inc,06457-3834,7761566,Pasco
3489,C & M Motors Inc,60504-7114,7944733,Janesville
3490,Capitol KIA,38701-8047,8259589,Scottsdale
3491,Chrysler of Tri-Cities,99301-3882,7536806,Austin
3492,Chrysler Plymouth,53546-9427,8897615,Middletown
3493,Classic Chevy,85257-3102,7520927,Aurora
3494,Clay Johnson Auto Sales,78758-7841,7773410,Greenville
3495,Diehl Motor CO Inc,06457-3834,8080011,Pasco
3496,Tri-State Mack Inc,85257-3102,6014605,Scottsdale
3497,U-Haul CO,78758-7841,6307172,Austin
3498,Progressive Shippers Cooperative Association No,53546-9427,6500975,Janesville
3499,Rabun Used Car Sales,85257-3102,8878961,Scottsdale
3500,Progressive Shippers Cooperative Association No,53546-9427,7461518,Janesville
3501,Rabun Used Car Sales,85257-3102,8171074,Scottsdale
3502,Race Car Help,78758-7841,8938014,Austin
3503,Progressive Shippers Cooperative Association No,53546-9427,6599743,Janesville
3504,Suburban Ford,53546-9427,6319107,Janesville
3505,Chrysler Plymouth,53546-9427,7121088,Janesville
3506,Star Enterprises Inc,99301-3882,7550121,Pasco
3507,Clay Johnson Auto Sales,78758-7841,6956026,Austin
3508,Diehl Motor CO Inc,06457-3834,6301821,Middletown
3509,Enterprise Rent A Car,60504-7114,7746694,Aurora
3510,Clay Johnson Auto Sales,78758-7841,6335512,Austin
3511,Diehl Motor CO Inc,06457-3834,8309694,Middletown
3512,Enterprise Rent A Car,60504-7114,7295188,Aurora
3513,Gartner Buick Hyundai Saab,38701-8047,7681983,Greenville
3514,Hatfield Volkswagen,99301-3882,6606602,Pasco
3515,Iceberg Rentals,53546-9427,6608242,Janesville
3516,McKinney Dodge Chrysler Jeep,85257-3102,7732309,Scottsdale
3517,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8625921,Pasco
3518,Progressive Shippers Cooperative Association No,53546-9427,7213675,Janesville
3519,Rabun Used Car Sales,85257-3102,7510399,Scottsdale
3520,Race Car Help,78758-7841,7528027,Austin
3521,Ryder Truck Rental and Leasing,06457-3834,6332351,Middletown
3522,Saab-Belle Dodge,60504-7114,7621698,Aurora
3523,C & M Motors Inc,60504-7114,6930680,Aurora
3524,Enterprise Rent A Car,60504-7114,7159425,Janesville
3525,Gartner Buick Hyundai Saab,38701-8047,8858695,Scottsdale
3526,Hatfield Volkswagen,99301-3882,7360276,Austin
3527,Iceberg Rentals,53546-9427,6704379,Middletown
3528,McKinney Dodge Chrysler Jeep,85257-3102,7882348,Aurora
3529,Motor Vehicle Branch Office,78758-7841,8861584,Greenville
3530,Nebo Chevrolet,06457-3834,8737119,Pasco
3531,Ryder Truck Rental and Leasing,06457-3834,6213708,Middletown
3532,Saab-Belle Dodge,60504-7114,7183086,Aurora
3533,Scrivener Performance Engineering,38701-8047,7583649,Greenville
3534,Star Enterprises Inc,99301-3882,7101783,Pasco
3535,Suburban Ford,53546-9427,8812684,Janesville
3536,Tri-State Mack Inc,85257-3102,7085043,Scottsdale
3537,C & M Motors Inc,60504-7114,7192119,Aurora
3538,Hatfield Volkswagen,99301-3882,6108595,Pasco
3539,Iceberg Rentals,53546-9427,7999624,Janesville
3540,McKinney Dodge Chrysler Jeep,85257-3102,6817094,Scottsdale
3541,Motor Vehicle Branch Office,78758-7841,7001479,Austin
3542,Nebo Chevrolet,06457-3834,6616010,Middletown
3543,Motor Vehicle Branch Office,78758-7841,6750201,Austin
3544,Nebo Chevrolet,06457-3834,6598341,Middletown
3545,New Castle Ford Lincoln Mercury,60504-7114,6374699,Aurora
3546,Pars Auto Sales,38701-8047,8879198,Greenville
3547,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7878854,Pasco
3548,Progressive Shippers Cooperative Association No,53546-9427,6813543,Janesville
3549,Star Enterprises Inc,99301-3882,7042147,Pasco
3550,Suburban Ford,53546-9427,7920269,Janesville
3551,Tri-State Mack Inc,85257-3102,7953812,Scottsdale
3552,U-Haul CO,78758-7841,6710957,Austin
3553,Progressive Shippers Cooperative Association No,53546-9427,7120918,Janesville
3554,Rabun Used Car Sales,85257-3102,7402084,Scottsdale
3555,New Castle Ford Lincoln Mercury,60504-7114,7902784,Janesville
3556,Pars Auto Sales,38701-8047,8457986,Scottsdale
3557,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8028589,Austin
3558,Progressive Shippers Cooperative Association No,53546-9427,8845647,Middletown
3559,Rabun Used Car Sales,85257-3102,6976511,Aurora
3560,Race Car Help,78758-7841,7953407,Greenville
3561,U-Haul CO,78758-7841,6751208,Austin
3562,Buddy Storbeck's Diesel Service Inc,06457-3834,6699979,Middletown
3563,C & M Motors Inc,60504-7114,7304231,Aurora
3564,Capitol KIA,38701-8047,8358541,Greenville
3565,New Castle Ford Lincoln Mercury,60504-7114,6296174,Aurora
3566,Pars Auto Sales,38701-8047,6534140,Greenville
3567,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8385848,Pasco
3568,Progressive Shippers Cooperative Association No,53546-9427,8883860,Janesville
3569,Rabun Used Car Sales,85257-3102,8717704,Scottsdale
3570,Race Car Help,78758-7841,8598307,Austin
3571,Ryder Truck Rental and Leasing,06457-3834,7373920,Middletown
3572,Saab-Belle Dodge,60504-7114,7556502,Aurora
3573,Progressive Shippers Cooperative Association No,53546-9427,7066417,Janesville
3574,Rabun Used Car Sales,85257-3102,8217625,Scottsdale
3575,Race Car Help,78758-7841,6626877,Austin
3576,Ryder Truck Rental and Leasing,06457-3834,7620255,Middletown
3577,Ryder Truck Rental and Leasing,06457-3834,7253810,Pasco
3578,Saab-Belle Dodge,60504-7114,6408444,Janesville
3579,Scrivener Performance Engineering,38701-8047,8552123,Austin
3580,Star Enterprises Inc,99301-3882,7267551,Austin
3581,Chrysler of Tri-Cities,99301-3882,6663963,Pasco
3582,Chrysler Plymouth,53546-9427,8792307,Janesville
3583,Classic Chevy,85257-3102,8663547,Scottsdale
3584,Clay Johnson Auto Sales,78758-7841,6292077,Austin
3585,Diehl Motor CO Inc,06457-3834,6469045,Middletown
3586,Enterprise Rent A Car,60504-7114,6345501,Aurora
3587,Gartner Buick Hyundai Saab,38701-8047,8221669,Greenville
3588,Hatfield Volkswagen,99301-3882,8635229,Pasco
3589,Iceberg Rentals,53546-9427,6390730,Janesville
3590,McKinney Dodge Chrysler Jeep,85257-3102,8667734,Scottsdale
3591,Motor Vehicle Branch Office,78758-7841,8513685,Austin
3592,Nebo Chevrolet,06457-3834,8068852,Middletown
3593,New Castle Ford Lincoln Mercury,60504-7114,8186412,Aurora
3594,U-Haul CO,78758-7841,8806692,Austin
3595,Suburban Ford,53546-9427,6019713,Janesville
3596,Ryder Truck Rental and Leasing,06457-3834,8628228,Middletown
3597,Suburban Ford,53546-9427,8165842,Janesville
3598,Race Car Help,78758-7841,6751420,Austin
3599,Star Enterprises Inc,99301-3882,8120875,Pasco
3600,Suburban Ford,53546-9427,8421653,Janesville
3601,Tri-State Mack Inc,85257-3102,8923896,Scottsdale
3602,U-Haul CO,78758-7841,8157539,Austin
3603,Progressive Shippers Cooperative Association No,53546-9427,7463651,Janesville
3604,Rabun Used Car Sales,85257-3102,6862270,Scottsdale
3605,Race Car Help,78758-7841,8934287,Austin
3606,Ryder Truck Rental and Leasing,06457-3834,8352286,Middletown
3607,Scrivener Performance Engineering,38701-8047,6903594,Greenville
3608,Star Enterprises Inc,99301-3882,6223594,Pasco
3609,Suburban Ford,53546-9427,8457444,Janesville
3610,Tri-State Mack Inc,85257-3102,8802833,Scottsdale
3611,U-Haul CO,78758-7841,6008218,Austin
3612,Progressive Shippers Cooperative Association No,53546-9427,7826540,Janesville
3613,Rabun Used Car Sales,85257-3102,7440399,Scottsdale
3614,Race Car Help,78758-7841,7929388,Austin
3615,Ryder Truck Rental and Leasing,06457-3834,8174355,Middletown
3616,Saab-Belle Dodge,60504-7114,7970478,Aurora
3617,Scrivener Performance Engineering,38701-8047,8736565,Greenville
3618,Star Enterprises Inc,99301-3882,6532517,Pasco
3619,Suburban Ford,53546-9427,6904541,Janesville
3620,Diehl Motor CO Inc,06457-3834,6368139,Middletown
3621,Scrivener Performance Engineering,38701-8047,6496639,Greenville
3622,Star Enterprises Inc,99301-3882,8835851,Pasco
3623,Suburban Ford,53546-9427,7954738,Janesville
3624,Tri-State Mack Inc,85257-3102,7944370,Austin
3625,U-Haul CO,78758-7841,6997941,Austin
3626,Buddy Storbeck's Diesel Service Inc,06457-3834,7563749,Middletown
3627,Race Car Help,78758-7841,6671072,Austin
3628,Capitol KIA,38701-8047,7869571,Greenville
3629,Chrysler of Tri-Cities,99301-3882,6535208,Pasco
3630,Chrysler Plymouth,53546-9427,8503526,Janesville
3631,Classic Chevy,85257-3102,7349598,Scottsdale
3632,Clay Johnson Auto Sales,78758-7841,8671154,Austin
3633,Suburban Ford,53546-9427,8036292,Middletown
3634,Tri-State Mack Inc,85257-3102,7092892,Aurora
3635,U-Haul CO,78758-7841,8258406,Greenville
3636,Progressive Shippers Cooperative Association No,53546-9427,6255591,Pasco
3637,Rabun Used Car Sales,85257-3102,8348242,Janesville
3638,Race Car Help,78758-7841,7183648,Scottsdale
3639,Ryder Truck Rental and Leasing,06457-3834,7514576,Austin
3640,Saab-Belle Dodge,60504-7114,6609215,Janesville
3641,Scrivener Performance Engineering,38701-8047,6729984,Scottsdale
3642,Star Enterprises Inc,99301-3882,6185216,Austin
3643,Suburban Ford,53546-9427,7011576,Middletown
3644,Tri-State Mack Inc,85257-3102,8152098,Aurora
3645,U-Haul CO,78758-7841,8886781,Greenville
3646,Pars Auto Sales,38701-8047,8864448,Greenville
3647,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7215380,Pasco
3648,Progressive Shippers Cooperative Association No,53546-9427,7547492,Janesville
3649,Rabun Used Car Sales,85257-3102,6550253,Scottsdale
3650,Race Car Help,78758-7841,7838896,Austin
3651,Saab-Belle Dodge,60504-7114,8308586,Aurora
3652,Star Enterprises Inc,99301-3882,7505651,Pasco
3653,Star Enterprises Inc,99301-3882,7712945,Pasco
3654,Suburban Ford,53546-9427,8061596,Janesville
3655,Ryder Truck Rental and Leasing,06457-3834,8099423,Middletown
3656,Tri-State Mack Inc,85257-3102,8010948,Scottsdale
3657,U-Haul CO,78758-7841,8932714,Austin
3658,Buddy Storbeck's Diesel Service Inc,06457-3834,6937573,Middletown
3659,C & M Motors Inc,60504-7114,7373071,Aurora
3660,Capitol KIA,38701-8047,7702934,Greenville
3661,Diehl Motor CO Inc,06457-3834,6102653,Middletown
3662,Enterprise Rent A Car,60504-7114,7905392,Aurora
3663,Gartner Buick Hyundai Saab,38701-8047,6512524,Greenville
3664,Hatfield Volkswagen,99301-3882,6797939,Pasco
3665,Iceberg Rentals,53546-9427,7686605,Janesville
3666,Buddy Storbeck's Diesel Service Inc,06457-3834,8327140,Pasco
3667,C & M Motors Inc,60504-7114,7095191,Janesville
3668,Capitol KIA,38701-8047,8018393,Austin
3669,Chrysler of Tri-Cities,99301-3882,6073429,Austin
3670,Chrysler Plymouth,53546-9427,6802671,Middletown
3671,Ryder Truck Rental and Leasing,06457-3834,6816240,Middletown
3672,Saab-Belle Dodge,60504-7114,7494144,Aurora
3673,Scrivener Performance Engineering,38701-8047,7437819,Greenville
3674,U-Haul CO,78758-7841,7790752,Austin
3675,Progressive Shippers Cooperative Association No,53546-9427,8001413,Janesville
3676,C & M Motors Inc,60504-7114,6851294,Aurora
3677,Chrysler of Tri-Cities,99301-3882,6745344,Pasco
3678,Chrysler Plymouth,53546-9427,6208885,Janesville
3679,Classic Chevy,85257-3102,7796593,Scottsdale
3680,McKinney Dodge Chrysler Jeep,85257-3102,8212301,Scottsdale
3681,Motor Vehicle Branch Office,78758-7841,6096602,Austin
3682,Ryder Truck Rental and Leasing,06457-3834,8142064,Middletown
3683,Classic Chevy,85257-3102,8409374,Aurora
3684,Clay Johnson Auto Sales,78758-7841,6001220,Greenville
3685,Diehl Motor CO Inc,06457-3834,7844520,Pasco
3686,Star Enterprises Inc,99301-3882,7620081,Pasco
3687,Suburban Ford,53546-9427,6185077,Janesville
3688,Tri-State Mack Inc,85257-3102,6232774,Scottsdale
3689,U-Haul CO,78758-7841,7828061,Austin
3690,Progressive Shippers Cooperative Association No,53546-9427,7702441,Janesville
3691,Rabun Used Car Sales,85257-3102,7576938,Scottsdale
3692,Race Car Help,78758-7841,8567879,Austin
3693,Capitol KIA,38701-8047,7430774,Greenville
3694,Pars Auto Sales,38701-8047,8288086,Greenville
3695,Chrysler Plymouth,53546-9427,6338501,Janesville
3696,Classic Chevy,85257-3102,7659560,Scottsdale
3697,Clay Johnson Auto Sales,78758-7841,8515045,Austin
3698,Diehl Motor CO Inc,06457-3834,8184795,Middletown
3699,Enterprise Rent A Car,60504-7114,6660501,Aurora
3700,Clay Johnson Auto Sales,78758-7841,7655693,Austin
3701,Diehl Motor CO Inc,06457-3834,6460423,Middletown
3702,Enterprise Rent A Car,60504-7114,6398077,Aurora
3703,Gartner Buick Hyundai Saab,38701-8047,6419622,Greenville
3704,Hatfield Volkswagen,99301-3882,7791360,Pasco
3705,McKinney Dodge Chrysler Jeep,85257-3102,7315833,Scottsdale
3706,Motor Vehicle Branch Office,78758-7841,6839157,Austin
3707,New Castle Ford Lincoln Mercury,60504-7114,6422023,Aurora
3708,Pars Auto Sales,38701-8047,6508259,Greenville
3709,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7408467,Pasco
3710,Progressive Shippers Cooperative Association No,53546-9427,6418684,Janesville
3711,Rabun Used Car Sales,85257-3102,6424778,Scottsdale
3712,Scrivener Performance Engineering,38701-8047,7323590,Greenville
3713,Gartner Buick Hyundai Saab,38701-8047,7418364,Greenville
3714,Enterprise Rent A Car,60504-7114,7873346,Janesville
3715,Gartner Buick Hyundai Saab,38701-8047,7218540,Scottsdale
3716,Hatfield Volkswagen,99301-3882,6087851,Austin
3717,Iceberg Rentals,53546-9427,8710221,Middletown
3718,McKinney Dodge Chrysler Jeep,85257-3102,7286830,Aurora
3719,Motor Vehicle Branch Office,78758-7841,8839993,Greenville
3720,Nebo Chevrolet,06457-3834,7144630,Pasco
3721,Ryder Truck Rental and Leasing,06457-3834,7615267,Middletown
3722,Saab-Belle Dodge,60504-7114,6174772,Aurora
3723,Scrivener Performance Engineering,38701-8047,8389325,Greenville
3724,Star Enterprises Inc,99301-3882,8105510,Pasco
3725,Suburban Ford,53546-9427,6080499,Janesville
3726,Tri-State Mack Inc,85257-3102,6413804,Scottsdale
3727,U-Haul CO,78758-7841,8289420,Austin
3728,Rabun Used Car Sales,85257-3102,6283871,Scottsdale
3729,Iceberg Rentals,53546-9427,7700581,Janesville
3730,McKinney Dodge Chrysler Jeep,85257-3102,7242530,Scottsdale
3731,Motor Vehicle Branch Office,78758-7841,6502449,Austin
3732,Nebo Chevrolet,06457-3834,8126445,Middletown
3733,New Castle Ford Lincoln Mercury,60504-7114,8857036,Aurora
3734,Pars Auto Sales,38701-8047,6219892,Greenville
3735,Nebo Chevrolet,06457-3834,6617263,Middletown
3736,New Castle Ford Lincoln Mercury,60504-7114,6546804,Aurora
3737,Pars Auto Sales,38701-8047,6420721,Greenville
3738,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8043847,Pasco
3739,Progressive Shippers Cooperative Association No,53546-9427,7721059,Janesville
3740,Rabun Used Car Sales,85257-3102,6200788,Scottsdale
3741,Race Car Help,78758-7841,8719022,Austin
3742,Saab-Belle Dodge,60504-7114,8989397,Aurora
3743,Scrivener Performance Engineering,38701-8047,7019921,Greenville
3744,Star Enterprises Inc,99301-3882,6926449,Pasco
3745,Suburban Ford,53546-9427,7386489,Janesville
3746,New Castle Ford Lincoln Mercury,60504-7114,8988634,Aurora
3747,U-Haul CO,78758-7841,7491338,Austin
3748,Progressive Shippers Cooperative Association No,53546-9427,7157092,Janesville
3749,New Castle Ford Lincoln Mercury,60504-7114,6462728,Janesville
3750,Pars Auto Sales,38701-8047,6600251,Scottsdale
3751,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8015868,Austin
3752,Progressive Shippers Cooperative Association No,53546-9427,8777538,Middletown
3753,Rabun Used Car Sales,85257-3102,7460198,Aurora
3754,Race Car Help,78758-7841,6155050,Greenville
3755,Ryder Truck Rental and Leasing,06457-3834,7953543,Pasco
3756,Buddy Storbeck's Diesel Service Inc,06457-3834,7014638,Middletown
3757,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7930307,Pasco
3758,Ryder Truck Rental and Leasing,06457-3834,8290796,Middletown
3759,Rabun Used Car Sales,85257-3102,6049609,Scottsdale
3760,Saab-Belle Dodge,60504-7114,6265612,Janesville
3761,C & M Motors Inc,60504-7114,6769402,Aurora
3762,Capitol KIA,38701-8047,6983533,Greenville
3763,Chrysler of Tri-Cities,99301-3882,6544383,Pasco
3764,Chrysler Plymouth,53546-9427,8382267,Janesville
3765,Classic Chevy,85257-3102,6428787,Scottsdale
3766,Clay Johnson Auto Sales,78758-7841,8979705,Austin
3767,Diehl Motor CO Inc,06457-3834,6205282,Middletown
3768,Enterprise Rent A Car,60504-7114,7188921,Aurora
3769,Gartner Buick Hyundai Saab,38701-8047,8024905,Greenville
3770,Hatfield Volkswagen,99301-3882,6389123,Pasco
3771,Iceberg Rentals,53546-9427,6194958,Janesville
3772,McKinney Dodge Chrysler Jeep,85257-3102,6205441,Scottsdale
3773,Motor Vehicle Branch Office,78758-7841,7349311,Austin
3774,Nebo Chevrolet,06457-3834,8002730,Middletown
3775,Progressive Shippers Cooperative Association No,53546-9427,7939693,Janesville
3776,Rabun Used Car Sales,85257-3102,8949372,Scottsdale
3777,Race Car Help,78758-7841,8705324,Austin
3778,Ryder Truck Rental and Leasing,06457-3834,7577234,Middletown
3779,Saab-Belle Dodge,60504-7114,7777746,Aurora
3780,Scrivener Performance Engineering,38701-8047,8780798,Greenville
3781,Star Enterprises Inc,99301-3882,7019535,Pasco
3782,Suburban Ford,53546-9427,8953452,Janesville
3783,Tri-State Mack Inc,85257-3102,6719681,Scottsdale
3784,U-Haul CO,78758-7841,8130073,Austin
3785,Progressive Shippers Cooperative Association No,53546-9427,6833657,Janesville
3786,Rabun Used Car Sales,85257-3102,6403532,Scottsdale
3787,Race Car Help,78758-7841,8245360,Austin
3788,Ryder Truck Rental and Leasing,06457-3834,7194035,Middletown
3789,Saab-Belle Dodge,60504-7114,6739364,Aurora
3790,Scrivener Performance Engineering,38701-8047,6544215,Greenville
3791,Star Enterprises Inc,99301-3882,6887112,Pasco
3792,Suburban Ford,53546-9427,6046999,Janesville
3793,Tri-State Mack Inc,85257-3102,8414777,Scottsdale
3794,U-Haul CO,78758-7841,7470189,Austin
3795,Progressive Shippers Cooperative Association No,53546-9427,6526387,Janesville
3796,Rabun Used Car Sales,85257-3102,8065796,Scottsdale
3797,Race Car Help,78758-7841,7341797,Austin
3798,Ryder Truck Rental and Leasing,06457-3834,7138936,Middletown
3799,Saab-Belle Dodge,60504-7114,7840085,Aurora
3800,Scrivener Performance Engineering,38701-8047,8952736,Greenville
3801,Star Enterprises Inc,99301-3882,8281410,Pasco
3802,Suburban Ford,53546-9427,6322613,Janesville
3803,Race Car Help,78758-7841,8516999,Austin
3804,Ryder Truck Rental and Leasing,06457-3834,6031372,Middletown
3805,Saab-Belle Dodge,60504-7114,8425853,Aurora
3806,Scrivener Performance Engineering,38701-8047,6897226,Greenville
3807,Star Enterprises Inc,99301-3882,6791003,Pasco
